626,1172,2.000
1172,1688,3.000
1688,1172,3.000
1688,699,1.000
699,1688,1.000
1688,1984,1.000
1984,1688,1.000
1984,1868,3.000
1868,1984,3.000
1984,1614,2.000
1614,1984,2.000
1984,699,4.000
699,1984,4.000
1614,235,2.000
235,1614,2.000
1614,360,3.000
360,1614,3.000
1614,835,4.000
835,1614,4.000
360,835,1.000
835,360,1.000
360,205,3.000
205,360,3.000
205,70,1.000
70,205,1.000
205,1590,2.000
1590,205,2.000
1590,1916,3.000
1916,1590,3.000
1590,1022,1.000
1022,1590,1.000
1590,70,4.000
70,1590,4.000
1022,965,2.000
965,1022,2.000
1022,2110,1.000
2110,1022,1.000
2110,1569,3.000
1569,2110,3.000
2110,1791,1.000
1791,2110,1.000
1791,798,2.000
798,1791,2.000
1791,2102,3.000
2102,1791,3.000
2102,1278,1.000
1278,2102,1.000
2102,1741,1.000
1741,2102,1.000
1741,1976,2.000
1976,1741,2.000
626,1358,3.000
1358,626,3.000
626,699,1.000
699,626,1.000
699,1872,3.000
1872,699,3.000
699,1868,2.000
1868,699,2.000
1868,1901,1.000
1901,1868,1.000
1868,235,3.000
235,1868,3.000
235,912,3.000
912,235,3.000
235,835,2.000
835,235,2.000
235,385,4.000
385,235,4.000
835,385,2.000
385,835,2.000
835,70,1.000
70,835,1.000
70,273,2.000
273,70,2.000
70,1916,2.000
1916,70,2.000
1916,1412,1.000
1412,1916,1.000
1916,965,3.000
965,1916,3.000
965,373,2.000
373,965,2.000
965,1569,2.000
1569,965,2.000
1569,2106,1.000
2106,1569,1.000
1569,798,2.000
798,1569,2.000
1569,301,6.000
301,1569,6.000
798,301,1.000
301,798,1.000
798,1278,1.000
1278,798,1.000
1278,1844,3.000
1844,1278,3.000
1278,1976,2.000
1976,1278,2.000
1278,1008,4.000
1008,1278,4.000
1976,1008,3.000
1008,1976,3.000
1358,577,2.000
577,1358,2.000
1358,1872,1.000
1872,1358,1.000
1872,186,2.000
186,1872,2.000
1872,1901,1.000
1901,1872,1.000
1901,1232,3.000
1232,1901,3.000
1901,912,2.000
912,1901,2.000
912,544,1.000
544,912,1.000
912,385,1.000
385,912,1.000
912,1283,6.000
1283,912,6.000
385,1283,1.000
1283,385,1.000
385,273,2.000
273,385,2.000
385,544,6.000
544,385,6.000
273,949,1.000
949,273,1.000
273,1412,3.000
1412,273,3.000
1412,249,2.000
249,1412,2.000
1412,373,1.000
373,1412,1.000
373,2109,1.000
2109,373,1.000
373,2106,1.000
2106,373,1.000
373,1648,4.000
1648,373,4.000
2106,1648,2.000
1648,2106,2.000
2106,301,1.000
301,2106,1.000
301,1195,2.000
1195,301,2.000
301,1844,1.000
1844,301,1.000
1844,504,1.000
504,1844,1.000
1844,1008,1.000
1008,1844,1.000
1008,1329,2.000
1329,1008,2.000
577,181,1.000
181,577,1.000
577,186,3.000
186,577,3.000
577,1303,5.000
1303,577,5.000
186,1303,1.000
1303,186,1.000
186,1232,2.000
1232,186,2.000
1232,802,1.000
802,1232,1.000
1232,544,2.000
544,1232,2.000
544,1351,3.000
1351,544,3.000
544,1283,3.000
1283,544,3.000
1283,1792,2.000
1792,1283,2.000
1283,949,3.000
949,1283,3.000
949,1485,1.000
1485,949,1.000
949,249,2.000
249,949,2.000
949,840,4.000
840,949,4.000
249,840,2.000
840,249,2.000
249,2109,2.000
2109,249,2.000
249,1485,5.000
1485,249,5.000
2109,112,1.000
112,2109,1.000
2109,1648,1.000
1648,2109,1.000
2109,1583,5.000
1583,2109,5.000
1648,1583,1.000
1583,1648,1.000
1648,1195,2.000
1195,1648,2.000
1648,112,4.000
112,1648,4.000
1195,2130,3.000
2130,1195,3.000
1195,504,3.000
504,1195,3.000
504,628,3.000
628,504,3.000
504,1329,3.000
1329,504,3.000
1329,1356,1.000
1356,1329,1.000
181,549,3.000
549,181,3.000
181,1303,3.000
1303,181,3.000
1303,238,3.000
238,1303,3.000
1303,802,3.000
802,1303,3.000
1303,549,4.000
549,1303,4.000
802,158,1.000
158,802,1.000
802,1351,2.000
1351,802,2.000
802,2052,6.000
2052,802,6.000
1351,2052,1.000
2052,1351,1.000
1351,1792,2.000
1792,1351,2.000
1351,1854,4.000
1854,1351,4.000
1792,1854,3.000
1854,1792,3.000
1792,1485,1.000
1485,1792,1.000
1485,1626,2.000
1626,1485,2.000
1485,840,3.000
840,1485,3.000
840,773,3.000
773,840,3.000
840,112,1.000
112,840,1.000
112,130,2.000
130,112,2.000
112,1583,3.000
1583,112,3.000
1583,687,3.000
687,1583,3.000
1583,2130,3.000
2130,1583,3.000
2130,1295,3.000
1295,2130,3.000
2130,628,3.000
628,2130,3.000
628,901,1.000
901,628,1.000
628,1356,1.000
1356,628,1.000
628,2117,4.000
2117,628,4.000
1356,2117,2.000
2117,1356,2.000
549,1385,1.000
1385,549,1.000
549,238,1.000
238,549,1.000
238,753,1.000
753,238,1.000
238,158,2.000
158,238,2.000
158,1480,2.000
1480,158,2.000
158,2052,3.000
2052,158,3.000
2052,1627,2.000
1627,2052,2.000
2052,1854,3.000
1854,2052,3.000
1854,1401,1.000
1401,1854,1.000
1854,1626,1.000
1626,1854,1.000
1626,832,2.000
832,1626,2.000
1626,773,3.000
773,1626,3.000
773,650,3.000
650,773,3.000
773,130,3.000
130,773,3.000
130,2089,1.000
2089,130,1.000
130,687,1.000
687,130,1.000
130,650,6.000
650,130,6.000
687,1216,1.000
1216,687,1.000
687,1295,3.000
1295,687,3.000
1295,1986,3.000
1986,1295,3.000
1295,901,1.000
901,1295,1.000
901,111,2.000
111,901,2.000
901,2117,3.000
2117,901,3.000
2117,920,3.000
920,2117,3.000
1385,662,1.000
662,1385,1.000
1385,753,1.000
753,1385,1.000
753,217,1.000
217,753,1.000
753,1480,2.000
1480,753,2.000
753,1460,6.000
1460,753,6.000
1480,1460,3.000
1460,1480,3.000
1480,1627,3.000
1627,1480,3.000
1627,1757,3.000
1757,1627,3.000
1627,1401,3.000
1401,1627,3.000
1627,1460,6.000
1460,1627,6.000
1401,1146,2.000
1146,1401,2.000
1401,832,1.000
832,1401,1.000
832,1942,2.000
1942,832,2.000
832,650,2.000
650,832,2.000
832,1146,6.000
1146,832,6.000
650,53,1.000
53,650,1.000
650,2089,2.000
2089,650,2.000
2089,620,3.000
620,2089,3.000
2089,1216,1.000
1216,2089,1.000
1216,1087,2.000
1087,1216,2.000
1216,1986,1.000
1986,1216,1.000
1986,364,1.000
364,1986,1.000
1986,111,1.000
111,1986,1.000
111,1072,1.000
1072,111,1.000
111,920,2.000
920,111,2.000
920,1961,3.000
1961,920,3.000
662,217,2.000
217,662,2.000
217,1460,3.000
1460,217,3.000
1460,1757,2.000
1757,1460,2.000
1757,1146,3.000
1146,1757,3.000
1146,1942,3.000
1942,1146,3.000
1942,53,2.000
53,1942,2.000
53,620,2.000
620,53,2.000
620,1087,3.000
1087,620,3.000
1087,364,2.000
364,1087,2.000
364,1072,1.000
1072,364,1.000
1072,1961,1.000
1961,1072,1.000
396,1470,3.000
1470,396,3.000
396,102,1.000
102,396,1.000
102,344,3.000
344,102,3.000
102,1204,2.000
1204,102,2.000
1204,1643,3.000
1643,1204,3.000
1204,675,2.000
675,1204,2.000
675,528,2.000
528,675,2.000
675,1685,3.000
1685,675,3.000
675,1643,5.000
1643,675,5.000
1685,1718,2.000
1718,1685,2.000
1685,1167,2.000
1167,1685,2.000
1167,736,1.000
736,1167,1.000
1167,1098,1.000
1098,1167,1.000
1167,1718,6.000
1718,1167,6.000
1098,1400,2.000
1400,1098,2.000
1098,318,2.000
318,1098,2.000
318,924,1.000
924,318,1.000
318,1913,2.000
1913,318,2.000
1913,58,1.000
58,1913,1.000
1913,1133,3.000
1133,1913,3.000
1133,1711,3.000
1711,1133,3.000
1133,1073,3.000
1073,1133,3.000
1133,86,4.000
86,1133,4.000
1073,86,1.000
86,1073,1.000
1073,1701,1.000
1701,1073,1.000
1701,1885,2.000
1885,1701,2.000
1470,1781,3.000
1781,1470,3.000
1470,344,3.000
344,1470,3.000
344,411,1.000
411,344,1.000
344,1643,2.000
1643,344,2.000
344,1781,4.000
1781,344,4.000
1643,1906,3.000
1906,1643,3.000
1643,528,3.000
528,1643,3.000
528,1089,1.000
1089,528,1.000
528,1718,3.000
1718,528,3.000
528,327,6.000
327,528,6.000
1718,327,2.000
327,1718,2.000
1718,736,3.000
736,1718,3.000
736,1332,3.000
1332,736,3.000
736,1400,3.000
1400,736,3.000
736,327,6.000
327,736,6.000
1400,1496,3.000
1496,1400,3.000
1400,924,2.000
924,1400,2.000
924,1928,3.000
1928,924,3.000
924,58,1.000
58,924,1.000
58,696,3.000
696,58,3.000
58,1711,1.000
1711,58,1.000
58,2142,4.000
2142,58,4.000
58,1928,4.000
1928,58,4.000
1711,2142,1.000
2142,1711,1.000
1711,86,1.000
86,1711,1.000
86,816,2.000
816,86,2.000
86,1885,2.000
1885,86,2.000
1885,922,2.000
922,1885,2.000
1781,764,3.000
764,1781,3.000
1781,411,2.000
411,1781,2.000
411,2135,2.000
2135,411,2.000
411,1906,3.000
1906,411,3.000
411,213,6.000
213,411,6.000
1906,213,3.000
213,1906,3.000
1906,1089,2.000
1089,1906,2.000
1089,229,2.000
229,1089,2.000
1089,327,3.000
327,1089,3.000
327,1086,2.000
1086,327,2.000
327,1332,3.000
1332,327,3.000
1332,1205,3.000
1205,1332,3.000
1332,1496,2.000
1496,1332,2.000
1496,1357,3.000
1357,1496,3.000
1496,1928,3.000
1928,1496,3.000
1928,391,2.000
391,1928,2.000
1928,696,2.000
696,1928,2.000
696,1155,3.000
1155,696,3.000
696,2142,2.000
2142,696,2.000
696,391,5.000
391,696,5.000
2142,316,1.000
316,2142,1.000
2142,816,2.000
816,2142,2.000
816,1075,1.000
1075,816,1.000
816,922,3.000
922,816,3.000
922,1848,2.000
1848,922,2.000
922,1075,5.000
1075,922,5.000
764,1997,1.000
1997,764,1.000
764,2135,2.000
2135,764,2.000
764,1605,4.000
1605,764,4.000
2135,1605,3.000
1605,2135,3.000
2135,213,3.000
213,2135,3.000
213,2059,1.000
2059,213,1.000
213,229,1.000
229,213,1.000
229,1406,2.000
1406,229,2.000
229,1086,3.000
1086,229,3.000
1086,1248,3.000
1248,1086,3.000
1086,1205,2.000
1205,1086,2.000
1205,1929,2.000
1929,1205,2.000
1205,1357,2.000
1357,1205,2.000
1205,1461,4.000
1461,1205,4.000
1357,1461,2.000
1461,1357,2.000
1357,391,2.000
391,1357,2.000
391,2000,2.000
2000,391,2.000
391,1155,3.000
1155,391,3.000
391,1865,4.000
1865,391,4.000
1155,1865,2.000
1865,1155,2.000
1155,316,2.000
316,1155,2.000
1155,1968,6.000
1968,1155,6.000
316,1968,2.000
1968,316,2.000
316,1075,3.000
1075,316,3.000
316,989,5.000
989,316,5.000
1075,989,2.000
989,1075,2.000
1075,1848,3.000
1848,1075,3.000
1848,957,2.000
957,1848,2.000
1997,979,2.000
979,1997,2.000
1997,1605,3.000
1605,1997,3.000
1605,1179,3.000
1179,1605,3.000
1605,2059,3.000
2059,1605,3.000
2059,762,1.000
762,2059,1.000
2059,1406,1.000
1406,2059,1.000
1406,1893,2.000
1893,1406,2.000
1406,1248,3.000
1248,1406,3.000
1248,512,2.000
512,1248,2.000
1248,1929,3.000
1929,1248,3.000
1248,361,6.000
361,1248,6.000
1248,1893,5.000
1893,1248,5.000
1929,361,3.000
361,1929,3.000
1929,1461,2.000
1461,1929,2.000
1461,984,2.000
984,1461,2.000
1461,2000,1.000
2000,1461,1.000
2000,1418,2.000
1418,2000,2.000
2000,1865,2.000
1865,2000,2.000
1865,609,2.000
609,1865,2.000
1865,1968,1.000
1968,1865,1.000
1968,29,3.000
29,1968,3.000
1968,989,1.000
989,1968,1.000
989,879,2.000
879,989,2.000
989,957,3.000
957,989,3.000
957,387,1.000
387,957,1.000
979,1715,3.000
1715,979,3.000
979,1179,1.000
1179,979,1.000
1179,1675,2.000
1675,1179,2.000
1179,762,2.000
762,1179,2.000
762,967,2.000
967,762,2.000
762,1893,1.000
1893,762,1.000
762,1675,6.000
1675,762,6.000
1893,575,2.000
575,1893,2.000
1893,512,3.000
512,1893,3.000
512,1069,3.000
1069,512,3.000
512,361,2.000
361,512,2.000
361,2040,3.000
2040,361,3.000
361,984,2.000
984,361,2.000
984,1909,1.000
1909,984,1.000
984,1418,2.000
1418,984,2.000
1418,831,3.000
831,1418,3.000
1418,609,3.000
609,1418,3.000
1418,1134,5.000
1134,1418,5.000
609,1134,3.000
1134,609,3.000
609,29,2.000
29,609,2.000
29,471,2.000
471,29,2.000
29,879,3.000
879,29,3.000
879,126,3.000
126,879,3.000
879,387,1.000
387,879,1.000
387,72,2.000
72,387,2.000
1715,125,2.000
125,1715,2.000
1715,1675,2.000
1675,1715,2.000
1675,1252,1.000
1252,1675,1.000
1675,967,1.000
967,1675,1.000
1675,1271,5.000
1271,1675,5.000
967,1271,2.000
1271,967,2.000
967,575,1.000
575,967,1.000
575,838,1.000
838,575,1.000
575,1069,2.000
1069,575,2.000
1069,1779,3.000
1779,1069,3.000
1069,2040,2.000
2040,1069,2.000
2040,1207,3.000
1207,2040,3.000
2040,1909,1.000
1909,2040,1.000
1909,837,1.000
837,1909,1.000
1909,831,2.000
831,1909,2.000
831,1354,1.000
1354,831,1.000
831,1134,3.000
1134,831,3.000
1134,1264,1.000
1264,1134,1.000
1134,471,3.000
471,1134,3.000
471,1254,3.000
1254,471,3.000
471,126,1.000
126,471,1.000
471,1264,4.000
1264,471,4.000
126,137,2.000
137,126,2.000
126,72,3.000
72,126,3.000
